date,hour,n
2015.12.19,N2,30
2015.12.19,N3,41
2015.12.19,N4,59
2015.12.19,N5,68
2015.12.19,PB,10
2015.12.16,N1,9
2015.12.16,N2,10
2015.12.16,N3,32
2015.12.16,N4,42
2015.12.16,N5,55
2015.12.16,PB,6
2015.12.12,N1,2
2015.12.12,N2,14
2015.12.12,N3,19
2015.12.12,N4,30
2015.12.12,N5,62
2015.12.12,PB,22
2015.12.09,N1,7
2015.12.09,N2,10
2015.12.09,N3,16
2015.12.09,N4,46
2015.12.09,N5,56
2015.12.09,PB,1
2015.12.05,N1,13
2015.12.05,N2,27
2015.12.05,N3,33
2015.12.05,N4,47
2015.12.05,N5,68
2015.12.05,PB,13
2015.12.02,N1,14
2015.12.02,N2,18
2015.12.02,N3,19
2015.12.02,N4,32
2015.12.02,N5,64
2015.12.02,PB,9
2015.11.28,N1,2
2015.11.28,N2,6
2015.11.28,N3,47
2015.11.28,N4,66
2015.11.28,N5,67
2015.11.28,PB,2
2015.11.25,N1,16
2015.11.25,N2,29
2015.11.25,N3,53
2015.11.25,N4,58
2015.11.25,N5,69
2015.11.25,PB,21
2015.11.21,N1,37
2015.11.21,N2,47
2015.11.21,N3,50
2015.11.21,N4,52
2015.11.21,N5,57
2015.11.21,PB,21
2015.11.18,N1,17
2015.11.18,N2,40
2015.11.18,N3,41
2015.11.18,N4,46
2015.11.18,N5,69
2015.11.18,PB,6
2015.11.14,N1,14
2015.11.14,N2,22
2015.11.14,N3,37
2015.11.14,N4,45
2015.11.14,N5,66
2015.11.14,PB,5
2015.11.11,N1,4
2015.11.11,N2,26
2015.11.11,N3,32
2015.11.11,N4,55
2015.11.11,N5,64
2015.11.11,PB,18
2015.11.07,N1,7
2015.11.07,N2,16
2015.11.07,N3,25
2015.11.07,N4,50
2015.11.07,N5,53
2015.11.07,PB,15
2015.11.04,N1,2
2015.11.04,N2,12
2015.11.04,N3,17
2015.11.04,N4,20
2015.11.04,N5,65
2015.11.04,PB,17
2015.10.31,N1,9
2015.10.31,N2,20
2015.10.31,N3,25
2015.10.31,N4,47
2015.10.31,N5,68
2015.10.31,PB,7
2015.10.28,N1,4
2015.10.28,N2,54
2015.10.28,N3,56
2015.10.28,N4,62
2015.10.28,N5,63
2015.10.28,PB,10
2015.10.24,N1,20
2015.10.24,N2,31
2015.10.24,N3,56
2015.10.24,N4,60
2015.10.24,N5,64
2015.10.24,PB,2
2015.10.21,N1,30
2015.10.21,N2,32
2015.10.21,N3,42
2015.10.21,N4,56
2015.10.21,N5,57
2015.10.21,PB,11
2015.10.17,N1,48
2015.10.17,N2,49
2015.10.17,N3,57
2015.10.17,N4,62
2015.10.17,N5,69
2015.10.17,PB,19
2015.10.14,N1,15
2015.10.14,N2,20
2015.10.14,N3,29
2015.10.14,N4,31
2015.10.14,N5,40
2015.10.14,PB,1
2015.10.10,N1,12
2015.10.10,N2,27
2015.10.10,N3,29
2015.10.10,N4,43
2015.10.10,N5,68
2015.10.10,PB,1
2015.10.07,N1,18
2015.10.07,N2,30
2015.10.07,N3,40
2015.10.07,N4,48
2015.10.07,N5,52
2015.10.07,PB,9
2015.10.03,N1,6
2015.10.03,N2,26
2015.10.03,N3,33
2015.10.03,N4,44
2015.10.03,N5,46
2015.10.03,PB,4
2015.09.30,N1,21
2015.09.30,N2,39
2015.09.30,N3,40
2015.09.30,N4,55
2015.09.30,N5,59
2015.09.30,PB,17
2015.09.26,N1,23
2015.09.26,N2,31
2015.09.26,N3,42
2015.09.26,N4,50
2015.09.26,N5,57
2015.09.26,PB,5
2015.09.23,N1,8
2015.09.23,N2,29
2015.09.23,N3,41
2015.09.23,N4,51
2015.09.23,N5,58
2015.09.23,PB,5
2015.09.19,N1,12
2015.09.19,N2,17
2015.09.19,N3,26
2015.09.19,N4,43
2015.09.19,N5,48
2015.09.19,PB,24
2015.09.16,N1,5
2015.09.16,N2,7
2015.09.16,N3,24
2015.09.16,N4,31
2015.09.16,N5,39
2015.09.16,PB,7
2015.09.12,N1,2
2015.09.12,N2,3
2015.09.12,N3,13
2015.09.12,N4,16
2015.09.12,N5,35
2015.09.12,PB,27
2015.09.09,N1,44
2015.09.09,N2,45
2015.09.09,N3,47
2015.09.09,N4,50
2015.09.09,N5,51
2015.09.09,PB,8
2015.09.05,N1,10
2015.09.05,N2,16
2015.09.05,N3,18
2015.09.05,N4,29
2015.09.05,N5,45
2015.09.05,PB,19
2015.09.02,N1,17
2015.09.02,N2,22
2015.09.02,N3,30
2015.09.02,N4,46
2015.09.02,N5,56
2015.09.02,PB,16
2015.08.29,N1,18
2015.08.29,N2,21
2015.08.29,N3,25
2015.08.29,N4,28
2015.08.29,N5,29
2015.08.29,PB,16
2015.08.26,N1,2
2015.08.26,N2,22
2015.08.26,N3,32
2015.08.26,N4,45
2015.08.26,N5,56
2015.08.26,PB,12
2015.08.22,N1,4
2015.08.22,N2,12
2015.08.22,N3,14
2015.08.22,N4,21
2015.08.22,N5,55
2015.08.22,PB,7
2015.08.19,N1,6
2015.08.19,N2,8
2015.08.19,N3,43
2015.08.19,N4,48
2015.08.19,N5,50
2015.08.19,PB,7
2015.08.15,N1,3
2015.08.15,N2,13
2015.08.15,N3,17
2015.08.15,N4,42
2015.08.15,N5,52
2015.08.15,PB,24
2015.08.12,N1,8
2015.08.12,N2,13
2015.08.12,N3,29
2015.08.12,N4,38
2015.08.12,N5,52
2015.08.12,PB,28
2015.08.08,N1,9
2015.08.08,N2,34
2015.08.08,N3,48
2015.08.08,N4,52
2015.08.08,N5,54
2015.08.08,PB,15
2015.08.05,N1,9
2015.08.05,N2,11
2015.08.05,N3,14
2015.08.05,N4,16
2015.08.05,N5,42
2015.08.05,PB,19
2015.08.01,N1,7
2015.08.01,N2,13
2015.08.01,N3,24
2015.08.01,N4,49
2015.08.01,N5,57
2015.08.01,PB,15
2015.07.29,N1,4
2015.07.29,N2,22
2015.07.29,N3,27
2015.07.29,N4,28
2015.07.29,N5,52
2015.07.29,PB,35
2015.07.25,N1,27
2015.07.25,N2,29
2015.07.25,N3,34
2015.07.25,N4,41
2015.07.25,N5,44
2015.07.25,PB,2
2015.07.22,N1,12
2015.07.22,N2,31
2015.07.22,N3,43
2015.07.22,N4,44
2015.07.22,N5,57
2015.07.22,PB,11
2015.07.18,N1,6
2015.07.18,N2,37
2015.07.18,N3,39
2015.07.18,N4,45
2015.07.18,N5,55
2015.07.18,PB,33
2015.07.15,N1,13
2015.07.15,N2,16
2015.07.15,N3,34
2015.07.15,N4,45
2015.07.15,N5,50
2015.07.15,PB,11
2015.07.11,N1,11
2015.07.11,N2,39
2015.07.11,N3,46
2015.07.11,N4,52
2015.07.11,N5,54
2015.07.11,PB,3
2015.07.08,N1,4
2015.07.08,N2,15
2015.07.08,N3,25
2015.07.08,N4,27
2015.07.08,N5,30
2015.07.08,PB,18
2015.07.04,N1,3
2015.07.04,N2,6
2015.07.04,N3,14
2015.07.04,N4,18
2015.07.04,N5,24
2015.07.04,PB,21
2015.07.01,N1,7
2015.07.01,N2,24
2015.07.01,N3,26
2015.07.01,N4,31
2015.07.01,N5,41
2015.07.01,PB,25
2015.06.27,N1,18
2015.06.27,N2,28
2015.06.27,N3,35
2015.06.27,N4,46
2015.06.27,N5,49
2015.06.27,PB,27
2015.06.24,N1,3
2015.06.24,N2,5
2015.06.24,N3,10
2015.06.24,N4,22
2015.06.24,N5,32
2015.06.24,PB,7
2015.06.20,N1,9
2015.06.20,N2,10
2015.06.20,N3,16
2015.06.20,N4,20
2015.06.20,N5,57
2015.06.20,PB,15
2015.06.17,N1,20
2015.06.17,N2,21
2015.06.17,N3,22
2015.06.17,N4,41
2015.06.17,N5,54
2015.06.17,PB,7
2015.06.13,N1,29
2015.06.13,N2,41
2015.06.13,N3,48
2015.06.13,N4,52
2015.06.13,N5,54
2015.06.13,PB,29
2015.06.10,N1,31
2015.06.10,N2,32
2015.06.10,N3,48
2015.06.10,N4,49
2015.06.10,N5,53
2015.06.10,PB,25
2015.06.06,N1,8
2015.06.06,N2,13
2015.06.06,N3,18
2015.06.06,N4,27
2015.06.06,N5,43
2015.06.06,PB,15
2015.06.03,N1,6
2015.06.03,N2,8
2015.06.03,N3,13
2015.06.03,N4,37
2015.06.03,N5,40
2015.06.03,PB,11
2015.05.30,N1,8
2015.05.30,N2,9
2015.05.30,N3,25
2015.05.30,N4,56
2015.05.30,N5,57
2015.05.30,PB,22
2015.05.27,N1,8
2015.05.27,N2,15
2015.05.27,N3,34
2015.05.27,N4,53
2015.05.27,N5,59
2015.05.27,PB,23
2015.05.23,N1,9
2015.05.23,N2,15
2015.05.23,N3,17
2015.05.23,N4,31
2015.05.23,N5,43
2015.05.23,PB,16
2015.05.20,N1,1
2015.05.20,N2,12
2015.05.20,N3,28
2015.05.20,N4,35
2015.05.20,N5,44
2015.05.20,PB,25
2015.05.16,N1,24
2015.05.16,N2,29
2015.05.16,N3,38
2015.05.16,N4,48
2015.05.16,N5,52
2015.05.16,PB,32
2015.05.13,N1,1
2015.05.13,N2,25
2015.05.13,N3,29
2015.05.13,N4,31
2015.05.13,N5,47
2015.05.13,PB,7
2015.05.09,N1,4
2015.05.09,N2,15
2015.05.09,N3,17
2015.05.09,N4,35
2015.05.09,N5,58
2015.05.09,PB,17
2015.05.06,N1,23
2015.05.06,N2,24
2015.05.06,N3,27
2015.05.06,N4,39
2015.05.06,N5,41
2015.05.06,PB,30
2015.05.02,N1,2
2015.05.02,N2,6
2015.05.02,N3,11
2015.05.02,N4,30
2015.05.02,N5,31
2015.05.02,PB,33
2015.04.29,N1,1
2015.04.29,N2,26
2015.04.29,N3,34
2015.04.29,N4,38
2015.04.29,N5,51
2015.04.29,PB,6
2015.04.25,N1,21
2015.04.25,N2,33
2015.04.25,N3,35
2015.04.25,N4,38
2015.04.25,N5,45
2015.04.25,PB,12
2015.04.22,N1,10
2015.04.22,N2,14
2015.04.22,N3,25
2015.04.22,N4,39
2015.04.22,N5,53
2015.04.22,PB,18
2015.04.18,N1,13
2015.04.18,N2,22
2015.04.18,N3,23
2015.04.18,N4,29
2015.04.18,N5,31
2015.04.18,PB,17
2015.04.15,N1,1
2015.04.15,N2,16
2015.04.15,N3,21
2015.04.15,N4,29
2015.04.15,N5,40
2015.04.15,PB,30
2015.04.11,N1,1
2015.04.11,N2,12
2015.04.11,N3,32
2015.04.11,N4,42
2015.04.11,N5,58
2015.04.11,PB,12
2015.04.08,N1,1
2015.04.08,N2,19
2015.04.08,N3,45
2015.04.08,N4,46
2015.04.08,N5,58
2015.04.08,PB,29
2015.04.04,N1,33
2015.04.04,N2,39
2015.04.04,N3,40
2015.04.04,N4,41
2015.04.04,N5,54
2015.04.04,PB,28
2015.04.01,N1,2
2015.04.01,N2,30
2015.04.01,N3,33
2015.04.01,N4,39
2015.04.01,N5,44
2015.04.01,PB,1
2015.03.28,N1,2
2015.03.28,N2,4
2015.03.28,N3,6
2015.03.28,N4,12
2015.03.28,N5,38
2015.03.28,PB,17
2015.03.25,N1,7
2015.03.25,N2,19
2015.03.25,N3,23
2015.03.25,N4,50
2015.03.25,N5,54
2015.03.25,PB,14
2015.03.21,N1,11
2015.03.21,N2,16
2015.03.21,N3,30
2015.03.21,N4,38
2015.03.21,N5,42
2015.03.21,PB,7
2015.03.18,N1,14
2015.03.18,N2,25
2015.03.18,N3,30
2015.03.18,N4,33
2015.03.18,N5,47
2015.03.18,PB,8
2015.03.14,N1,8
2015.03.14,N2,14
2015.03.14,N3,39
2015.03.14,N4,46
2015.03.14,N5,47
2015.03.14,PB,18
2015.03.11,N1,11
2015.03.11,N2,24
2015.03.11,N3,31
2015.03.11,N4,40
2015.03.11,N5,44
2015.03.11,PB,27
2015.03.07,N1,34
2015.03.07,N2,36
2015.03.07,N3,38
2015.03.07,N4,42
2015.03.07,N5,50
2015.03.07,PB,33
2015.03.04,N1,8
2015.03.04,N2,12
2015.03.04,N3,15
2015.03.04,N4,35
2015.03.04,N5,50
2015.03.04,PB,32
2015.02.28,N1,11
2015.02.28,N2,17
2015.02.28,N3,25
2015.02.28,N4,28
2015.02.28,N5,46
2015.02.28,PB,12
2015.02.25,N1,17
2015.02.25,N2,19
2015.02.25,N3,21
2015.02.25,N4,32
2015.02.25,N5,39
2015.02.25,PB,8
2015.02.21,N1,10
2015.02.21,N2,14
2015.02.21,N3,18
2015.02.21,N4,34
2015.02.21,N5,51
2015.02.21,PB,26
2015.02.18,N1,1
2015.02.18,N2,9
2015.02.18,N3,29
2015.02.18,N4,32
2015.02.18,N5,49
2015.02.18,PB,22
2015.02.14,N1,1
2015.02.14,N2,24
2015.02.14,N3,44
2015.02.14,N4,45
2015.02.14,N5,51
2015.02.14,PB,28
2015.02.11,N1,11
2015.02.11,N2,13
2015.02.11,N3,25
2015.02.11,N4,39
2015.02.11,N5,54
2015.02.11,PB,19
2015.02.07,N1,5
2015.02.07,N2,10
2015.02.07,N3,21
2015.02.07,N4,34
2015.02.07,N5,58
2015.02.07,PB,33
2015.02.04,N1,24
2015.02.04,N2,36
2015.02.04,N3,51
2015.02.04,N4,52
2015.02.04,N5,56
2015.02.04,PB,22
2015.01.31,N1,5
2015.01.31,N2,11
2015.01.31,N3,16
2015.01.31,N4,26
2015.01.31,N5,50
2015.01.31,PB,34
2015.01.28,N1,12
2015.01.28,N2,24
2015.01.28,N3,35
2015.01.28,N4,36
2015.01.28,N5,49
2015.01.28,PB,1
2015.01.24,N1,16
2015.01.24,N2,19
2015.01.24,N3,20
2015.01.24,N4,29
2015.01.24,N5,33
2015.01.24,PB,10
2015.01.21,N1,11
2015.01.21,N2,12
2015.01.21,N3,15
2015.01.21,N4,28
2015.01.21,N5,57
2015.01.21,PB,23
2015.01.17,N1,15
2015.01.17,N2,16
2015.01.17,N3,23
2015.01.17,N4,27
2015.01.17,N5,36
2015.01.17,PB,9
2015.01.14,N1,2
2015.01.14,N2,4
2015.01.14,N3,10
2015.01.14,N4,41
2015.01.14,N5,53
2015.01.14,PB,22
2015.01.10,N1,2
2015.01.10,N2,9
2015.01.10,N3,19
2015.01.10,N4,28
2015.01.10,N5,29
2015.01.10,PB,19
2015.01.07,N1,14
2015.01.07,N2,15
2015.01.07,N3,47
2015.01.07,N4,49
2015.01.07,N5,59
2015.01.07,PB,10
2015.01.03,N1,4
2015.01.03,N2,18
2015.01.03,N3,43
2015.01.03,N4,46
2015.01.03,N5,55
2015.01.03,PB,25
2014.12.31,N1,17
2014.12.31,N2,27
2014.12.31,N3,37
2014.12.31,N4,40
2014.12.31,N5,53
2014.12.31,PB,35
2014.12.27,N1,7
2014.12.27,N2,10
2014.12.27,N3,11
2014.12.27,N4,14
2014.12.27,N5,36
2014.12.27,PB,15
2014.12.24,N1,11
2014.12.24,N2,12
2014.12.24,N3,46
2014.12.24,N4,47
2014.12.24,N5,50
2014.12.24,PB,22
2014.12.20,N1,14
2014.12.20,N2,15
2014.12.20,N3,19
2014.12.20,N4,31
2014.12.20,N5,56
2014.12.20,PB,5
2014.12.17,N1,22
2014.12.17,N2,31
2014.12.17,N3,38
2014.12.17,N4,47
2014.12.17,N5,48
2014.12.17,PB,15
2014.12.13,N1,5
2014.12.13,N2,13
2014.12.13,N3,28
2014.12.13,N4,43
2014.12.13,N5,55
2014.12.13,PB,33
2014.12.10,N1,34
2014.12.10,N2,44
2014.12.10,N3,48
2014.12.10,N4,54
2014.12.10,N5,55
2014.12.10,PB,10
2014.12.06,N1,12
2014.12.06,N2,15
2014.12.06,N3,22
2014.12.06,N4,43
2014.12.06,N5,49
2014.12.06,PB,14
2014.12.03,N1,25
2014.12.03,N2,30
2014.12.03,N3,32
2014.12.03,N4,46
2014.12.03,N5,54
2014.12.03,PB,26
2014.11.29,N1,13
2014.11.29,N2,24
2014.11.29,N3,30
2014.11.29,N4,42
2014.11.29,N5,48
2014.11.29,PB,27
2014.11.26,N1,16
2014.11.26,N2,17
2014.11.26,N3,22
2014.11.26,N4,46
2014.11.26,N5,54
2014.11.26,PB,35
2014.11.22,N1,23
2014.11.22,N2,49
2014.11.22,N3,53
2014.11.22,N4,54
2014.11.22,N5,57
2014.11.22,PB,35
2014.11.19,N1,6
2014.11.19,N2,36
2014.11.19,N3,38
2014.11.19,N4,48
2014.11.19,N5,51
2014.11.19,PB,17
2014.11.15,N1,13
2014.11.15,N2,16
2014.11.15,N3,33
2014.11.15,N4,35
2014.11.15,N5,51
2014.11.15,PB,28
2014.11.12,N1,37
2014.11.12,N2,39
2014.11.12,N3,51
2014.11.12,N4,52
2014.11.12,N5,55
2014.11.12,PB,11
2014.11.08,N1,9
2014.11.08,N2,19
2014.11.08,N3,33
2014.11.08,N4,38
2014.11.08,N5,54
2014.11.08,PB,15
2014.11.05,N1,2
2014.11.05,N2,11
2014.11.05,N3,19
2014.11.05,N4,21
2014.11.05,N5,42
2014.11.05,PB,34
2014.11.01,N1,1
2014.11.01,N2,3
2014.11.01,N3,13
2014.11.01,N4,25
2014.11.01,N5,38
2014.11.01,PB,17
2014.10.29,N1,25
2014.10.29,N2,28
2014.10.29,N3,48
2014.10.29,N4,57
2014.10.29,N5,59
2014.10.29,PB,16
2014.10.25,N1,6
2014.10.25,N2,10
2014.10.25,N3,51
2014.10.25,N4,54
2014.10.25,N5,57
2014.10.25,PB,12
2014.10.22,N1,29
2014.10.22,N2,30
2014.10.22,N3,40
2014.10.22,N4,42
2014.10.22,N5,50
2014.10.22,PB,16
2014.10.18,N1,20
2014.10.18,N2,26
2014.10.18,N3,27
2014.10.18,N4,36
2014.10.18,N5,54
2014.10.18,PB,19
2014.10.15,N1,5
2014.10.15,N2,7
2014.10.15,N3,19
2014.10.15,N4,27
2014.10.15,N5,28
2014.10.15,PB,20
2014.10.11,N1,10
2014.10.11,N2,19
2014.10.11,N3,37
2014.10.11,N4,38
2014.10.11,N5,39
2014.10.11,PB,28
2014.10.08,N1,5
2014.10.08,N2,16
2014.10.08,N3,31
2014.10.08,N4,46
2014.10.08,N5,50
2014.10.08,PB,18
2014.10.04,N1,13
2014.10.04,N2,18
2014.10.04,N3,24
2014.10.04,N4,25
2014.10.04,N5,33
2014.10.04,PB,31
2014.10.01,N1,1
2014.10.01,N2,4
2014.10.01,N3,18
2014.10.01,N4,20
2014.10.01,N5,45
2014.10.01,PB,7
2014.09.27,N1,2
2014.09.27,N2,11
2014.09.27,N3,35
2014.09.27,N4,52
2014.09.27,N5,54
2014.09.27,PB,13
2014.09.24,N1,7
2014.09.24,N2,14
2014.09.24,N3,21
2014.09.24,N4,24
2014.09.24,N5,41
2014.09.24,PB,26
2014.09.20,N1,22
2014.09.20,N2,23
2014.09.20,N3,30
2014.09.20,N4,37
2014.09.20,N5,39
2014.09.20,PB,16
2014.09.17,N1,18
2014.09.17,N2,25
2014.09.17,N3,36
2014.09.17,N4,48
2014.09.17,N5,50
2014.09.17,PB,23
2014.09.13,N1,1
2014.09.13,N2,6
2014.09.13,N3,16
2014.09.13,N4,37
2014.09.13,N5,53
2014.09.13,PB,27
2014.09.10,N1,2
2014.09.10,N2,14
2014.09.10,N3,39
2014.09.10,N4,40
2014.09.10,N5,43
2014.09.10,PB,13
2014.09.06,N1,9
2014.09.06,N2,29
2014.09.06,N3,31
2014.09.06,N4,43
2014.09.06,N5,50
2014.09.06,PB,18
2014.09.03,N1,2
2014.09.03,N2,16
2014.09.03,N3,43
2014.09.03,N4,45
2014.09.03,N5,51
2014.09.03,PB,35
2014.08.30,N1,5
2014.08.30,N2,28
2014.08.30,N3,31
2014.08.30,N4,52
2014.08.30,N5,59
2014.08.30,PB,27
2014.08.27,N1,17
2014.08.27,N2,24
2014.08.27,N3,26
2014.08.27,N4,45
2014.08.27,N5,46
2014.08.27,PB,19
2014.08.23,N1,28
2014.08.23,N2,32
2014.08.23,N3,35
2014.08.23,N4,36
2014.08.23,N5,52
2014.08.23,PB,31
2014.08.20,N1,4
2014.08.20,N2,8
2014.08.20,N3,21
2014.08.20,N4,38
2014.08.20,N5,40
2014.08.20,PB,3
2014.08.16,N1,7
2014.08.16,N2,8
2014.08.16,N3,17
2014.08.16,N4,48
2014.08.16,N5,59
2014.08.16,PB,9
2014.08.13,N1,8
2014.08.13,N2,37
2014.08.13,N3,39
2014.08.13,N4,40
2014.08.13,N5,52
2014.08.13,PB,24
2014.08.09,N1,3
2014.08.09,N2,12
2014.08.09,N3,31
2014.08.09,N4,34
2014.08.09,N5,51
2014.08.09,PB,24
2014.08.06,N1,1
2014.08.06,N2,8
2014.08.06,N3,24
2014.08.06,N4,28
2014.08.06,N5,49
2014.08.06,PB,24
2014.08.02,N1,12
2014.08.02,N2,26
2014.08.02,N3,44
2014.08.02,N4,46
2014.08.02,N5,47
2014.08.02,PB,29
2014.07.30,N1,13
2014.07.30,N2,30
2014.07.30,N3,42
2014.07.30,N4,49
2014.07.30,N5,53
2014.07.30,PB,29
2014.07.26,N1,24
2014.07.26,N2,28
2014.07.26,N3,30
2014.07.26,N4,38
2014.07.26,N5,39
2014.07.26,PB,16
2014.07.23,N1,4
2014.07.23,N2,10
2014.07.23,N3,12
2014.07.23,N4,22
2014.07.23,N5,31
2014.07.23,PB,3
2014.07.19,N1,10
2014.07.19,N2,17
2014.07.19,N3,25
2014.07.19,N4,45
2014.07.19,N5,53
2014.07.19,PB,9
2014.07.16,N1,5
2014.07.16,N2,15
2014.07.16,N3,18
2014.07.16,N4,26
2014.07.16,N5,32
2014.07.16,PB,35
2014.07.12,N1,2
2014.07.12,N2,3
2014.07.12,N3,7
2014.07.12,N4,23
2014.07.12,N5,51
2014.07.12,PB,26
2014.07.09,N1,9
2014.07.09,N2,25
2014.07.09,N3,42
2014.07.09,N4,55
2014.07.09,N5,57
2014.07.09,PB,14
2014.07.05,N1,24
2014.07.05,N2,34
2014.07.05,N3,36
2014.07.05,N4,57
2014.07.05,N5,58
2014.07.05,PB,11
2014.07.02,N1,8
2014.07.02,N2,18
2014.07.02,N3,45
2014.07.02,N4,53
2014.07.02,N5,58
2014.07.02,PB,35
2014.06.28,N1,8
2014.06.28,N2,12
2014.06.28,N3,34
2014.06.28,N4,43
2014.06.28,N5,56
2014.06.28,PB,9
2014.06.25,N1,10
2014.06.25,N2,20
2014.06.25,N3,25
2014.06.25,N4,50
2014.06.25,N5,53
2014.06.25,PB,35
2014.06.21,N1,5
2014.06.21,N2,6
2014.06.21,N3,37
2014.06.21,N4,41
2014.06.21,N5,54
2014.06.21,PB,26
2014.06.18,N1,6
2014.06.18,N2,9
2014.06.18,N3,29
2014.06.18,N4,52
2014.06.18,N5,59
2014.06.18,PB,7
2014.06.14,N1,9
2014.06.14,N2,33
2014.06.14,N3,42
2014.06.14,N4,45
2014.06.14,N5,54
2014.06.14,PB,30
2014.06.11,N1,14
2014.06.11,N2,18
2014.06.11,N3,25
2014.06.11,N4,33
2014.06.11,N5,49
2014.06.11,PB,23
2014.06.07,N1,28
2014.06.07,N2,30
2014.06.07,N3,35
2014.06.07,N4,58
2014.06.07,N5,59
2014.06.07,PB,15
2014.06.04,N1,1
2014.06.04,N2,7
2014.06.04,N3,10
2014.06.04,N4,22
2014.06.04,N5,49
2014.06.04,PB,24
2014.05.31,N1,15
2014.05.31,N2,27
2014.05.31,N3,31
2014.05.31,N4,34
2014.05.31,N5,48
2014.05.31,PB,1
2014.05.28,N1,2
2014.05.28,N2,24
2014.05.28,N3,28
2014.05.28,N4,32
2014.05.28,N5,59
2014.05.28,PB,25
2014.05.24,N1,15
2014.05.24,N2,16
2014.05.24,N3,28
2014.05.24,N4,49
2014.05.24,N5,55
2014.05.24,PB,18
2014.05.21,N1,4
2014.05.21,N2,20
2014.05.21,N3,34
2014.05.21,N4,39
2014.05.21,N5,58
2014.05.21,PB,31
2014.05.17,N1,23
2014.05.17,N2,32
2014.05.17,N3,39
2014.05.17,N4,47
2014.05.17,N5,49
2014.05.17,PB,22
2014.05.14,N1,7
2014.05.14,N2,33
2014.05.14,N3,39
2014.05.14,N4,52
2014.05.14,N5,55
2014.05.14,PB,33
2014.05.10,N1,4
2014.05.10,N2,31
2014.05.10,N3,41
2014.05.10,N4,47
2014.05.10,N5,55
2014.05.10,PB,1
2014.05.07,N1,17
2014.05.07,N2,29
2014.05.07,N3,31
2014.05.07,N4,48
2014.05.07,N5,49
2014.05.07,PB,34
2014.05.03,N1,5
2014.05.03,N2,15
2014.05.03,N3,16
2014.05.03,N4,46
2014.05.03,N5,49
2014.05.03,PB,26
2014.04.30,N1,2
2014.04.30,N2,9
2014.04.30,N3,11
2014.04.30,N4,19
2014.04.30,N5,50
2014.04.30,PB,32
2014.04.26,N1,3
2014.04.26,N2,7
2014.04.26,N3,22
2014.04.26,N4,30
2014.04.26,N5,33
2014.04.26,PB,20
2014.04.23,N1,19
2014.04.23,N2,25
2014.04.23,N3,29
2014.04.23,N4,36
2014.04.23,N5,48
2014.04.23,PB,12
2014.04.19,N1,5
2014.04.19,N2,6
2014.04.19,N3,29
2014.04.19,N4,35
2014.04.19,N5,51
2014.04.19,PB,21
2014.04.16,N1,34
2014.04.16,N2,39
2014.04.16,N3,42
2014.04.16,N4,44
2014.04.16,N5,59
2014.04.16,PB,8
2014.04.12,N1,14
2014.04.12,N2,26
2014.04.12,N3,45
2014.04.12,N4,54
2014.04.12,N5,55
2014.04.12,PB,20
2014.04.09,N1,9
2014.04.09,N2,14
2014.04.09,N3,44
2014.04.09,N4,48
2014.04.09,N5,49
2014.04.09,PB,29
2014.04.05,N1,11
2014.04.05,N2,21
2014.04.05,N3,26
2014.04.05,N4,33
2014.04.05,N5,34
2014.04.05,PB,29
2014.04.02,N1,8
2014.04.02,N2,13
2014.04.02,N3,19
2014.04.02,N4,22
2014.04.02,N5,53
2014.04.02,PB,24
2014.03.29,N1,2
2014.03.29,N2,3
2014.03.29,N3,12
2014.03.29,N4,27
2014.03.29,N5,38
2014.03.29,PB,17
2014.03.26,N1,28
2014.03.26,N2,33
2014.03.26,N3,41
2014.03.26,N4,44
2014.03.26,N5,59
2014.03.26,PB,21
2014.03.22,N1,13
2014.03.22,N2,28
2014.03.22,N3,31
2014.03.22,N4,55
2014.03.22,N5,58
2014.03.22,PB,15
2014.03.19,N1,2
2014.03.19,N2,19
2014.03.19,N3,23
2014.03.19,N4,34
2014.03.19,N5,43
2014.03.19,PB,14
2014.03.15,N1,2
2014.03.15,N2,5
2014.03.15,N3,34
2014.03.15,N4,51
2014.03.15,N5,58
2014.03.15,PB,9
2014.03.12,N1,14
2014.03.12,N2,15
2014.03.12,N3,28
2014.03.12,N4,37
2014.03.12,N5,54
2014.03.12,PB,10
2014.03.08,N1,10
2014.03.08,N2,14
2014.03.08,N3,24
2014.03.08,N4,32
2014.03.08,N5,41
2014.03.08,PB,30
2014.03.05,N1,3
2014.03.05,N2,7
2014.03.05,N3,9
2014.03.05,N4,26
2014.03.05,N5,54
2014.03.05,PB,19
2014.03.01,N1,3
2014.03.01,N2,8
2014.03.01,N3,25
2014.03.01,N4,30
2014.03.01,N5,47
2014.03.01,PB,13
2014.02.26,N1,11
2014.02.26,N2,12
2014.02.26,N3,17
2014.02.26,N4,38
2014.02.26,N5,42
2014.02.26,PB,2
2014.02.22,N1,2
2014.02.22,N2,3
2014.02.22,N3,13
2014.02.22,N4,14
2014.02.22,N5,54
2014.02.22,PB,4
2014.02.19,N1,1
2014.02.19,N2,17
2014.02.19,N3,35
2014.02.19,N4,49
2014.02.19,N5,54
2014.02.19,PB,34
2014.02.15,N1,2
2014.02.15,N2,9
2014.02.15,N3,14
2014.02.15,N4,21
2014.02.15,N5,23
2014.02.15,PB,3
2014.02.12,N1,36
2014.02.12,N2,44
2014.02.12,N3,49
2014.02.12,N4,52
2014.02.12,N5,57
2014.02.12,PB,1
2014.02.08,N1,24
2014.02.08,N2,25
2014.02.08,N3,34
